Pipe ID ,Pipe Identification,Pipe Diameter,Pipe Material,Pipe Roughness,Pipe Construction Year,Age ,Pipe Measured Length,Degradation rate,Effect factor,X_Coordinates,Y_Coordinates,Elevation_(m) with Sea level,BREAK_DATE,BREAK_YEAR,XCOORD,YCOORD,Break_Count,Pipe Location Description
13471,LN2001353,200,CI,135,1924,27,5.3,2,-0.46,-79.31557896,43.7026814,123,12/15/2005,2005,319642.419,4840100.611,1,MATTICE RD
16033,LN4019596,300,CI,145,1958,27,330.7,0.75,-0.228571429,-79.55148473,43.66692162,142,3/31/2001,2001,300631.867,4836110.505,1,CARLUKE CRES
17042,LN2444615,50,CPP,135,1973,27,3.05,2,-0.46,-79.22144754,43.79962748,164,6/19/1995,1995,327187.702,4850886.101,1,HIGHWAY 27 N
19839,LN4023512,300,CI,150,1956,27,140.9,1.5,0.431034483,-79.3080344,43.77901576,181,12/18/2005,2005,320232.044,4848594.146,1,PAGE AVE
20535,LN100298,150,CI,135,1950,27,324.4,2,-0.46,-79.48232596,43.63069527,88,11/2/2001,2001,306204.723,4832097.498,1,WOODLAND PARK RD
21184,LN107690,300,CI,135,1958,27,164.3,2,-0.46,-79.22244184,43.74734362,153,8/1/1991,1991,327135.114,4845067.341,1,MIDLAND AVE
22889,LN4029299,150,CI,135,1957,27,101,2,-0.46,-79.56087407,43.72289943,147,8/26/1991,1991,299872.73,4842333.755,1,PLAINFIELD RD
23194,LN1016444,300,CI,135,1887,27,9.7,2,-0.46,-79.45405807,43.76733621,188,6/7/2003,2003,308486.231,4847268.067,1,DELAWARE AVE
23568,LN4034264,150,CI,135,1971,27,90.6,1,-0.46,-79.41341359,43.65421775,106,2/25/2014,2014,311783.368,4834683.302,1,DUDLEY AVE
24337,LN14196,150,CI,135,1954,27,341.7,2,-0.46,-79.52611584,43.60597471,100,6/9/1994,1994,302683.86,4829349.709,1,GRANGEMILL CRES
26471,LN1358321,150,CI,135,1888,27,100.2,2,-0.46,-79.39421547,43.77152009,177,3/29/2001,2001,313309.57,4847739.058,1,DUNDAS ST E
28306,LN4034663,150,CI,135,1955,27,108.11,2,-0.46,-79.3060757,43.7006812,124,1/26/1993,1993,320426.496,4839875.011,1,ALFRED AVE
308,LN4032379,300,PVC,145,1998,28,3.9,0.75,-0.2,-79.36946416,43.64770252,77,4/8/2014,2014,315310.951,4833966.037,1,LESLIE ST
2008,LN1359888,150,DICL,145,1982,28,24.05647213,0.75,-0.2,-79.41862809,43.79160693,190,1/19/1990,1990,311342.781,4849967.054,1,LOWTHER AVE
2333,LN1007022,150,CI,145,1913,28,108.7,0.75,-0.2,-79.58841537,43.73878709,160,3/1/1998,1998,297661.858,4844096.549,1,SERVINGTON CRES
4204,LN2452215,100,CI,145,1923,28,153,0.75,-0.2,-79.40816494,43.67744319,130,7/12/2005,2005,312193.261,4837267.822,1,CITY RD
5200,LN1359756,150,CI,135,1907,28,99.3,2,-0.44,-79.44882818,43.65981279,114,1/30/2009,2009,308914.217,4835321.051,1,ST CLARENS AVE
5768,LN1014601,150,CI,135,1890,28,14.7,2,-0.44,-79.5494542,43.76958727,171,3/9/2002,2002,300803.831,4847512.67,1,THE QUEENSWAY
6543,LN1355622,300,PVC,135,1989,28,242.5,2,-0.44,-79.23755827,43.7632792,167,3/17/2006,2006,325920.842,4846848.619,1,RUNNYMEDE RD
6697,LN4032863,150,PVC,135,1993,28,15,2,-0.44,-79.2849305,43.70526772,145,1/15/1993,1993,322117.271,4840384.958,1,RORY RD
7258,LN1023503,250,CI,135,1887,28,9.8,2,-0.44,-79.51131261,43.69841074,126,8/8/1998,1998,303871.542,4839607.549,1,QUEEN ST W
7301,LN4035107,150,CI,145,1956,28,93,0.75,-0.2,-79.40609038,43.69883864,155,5/22/2001,2001,312359.93,4839661.439,1,ENGLEMOUNT AVE
8236,LN16328,150,PVC,145,2006,28,120.7,0.75,-0.2,-79.50048654,43.7113231,126.9487843,12/18/2004,2004,304731.248,4841037.36,1,JULIANA CRT
10384,LN1357831,100,CI,140,1908,28,48.4,1,-0.44,-79.32967955,43.6982453,125,7/22/2005,2005,318512.423,4839589.761,1,KENSINGTON PL
16399,LN104732,200,CI,135,1952,28,359.1,2,-0.44,-79.15883247,43.76808757,95,7/22/2010,2010,332248.549,4847413.253,1,BETHUNE BLVD
18228,LN11237,150,CI,135,1918,28,317.2,2,-0.44,-79.26077449,43.81728218,181,4/13/1994,1994,324031.303,4852831.5,1,HEATHDALE RD
19283,LN4027546,200,CI,145,1959,28,23.83,0.75,-0.2,-79.58958831,43.71588283,164,1/31/1990,1990,297562.236,4841542.991,1,MAPLE LEAF DR
20373,LN120005,300,PVC,145,1986,28,116.9,0.75,-0.2,-79.36626264,43.71709144,134,10/1/1991,1991,315559.879,4841693.364,1,STEELES AVE E
21995,LN106195,300,PVC,135,1992,28,98.2,2,-0.44,-79.4058967,43.64859423,95,11/26/1996,1996,312370.248,4834075.308,1,HAVENLEA RD
22329,LN4035892,150,PVC,135,1982,28,22.7,2,-0.44,-79.5490772,43.6892357,151,3/18/2007,2007,300831.85,4838590.242,1,CHISWELL CRES
22751,LN1352602,400,CI,140,1905,28,192,1.5,-0.44,-79.21119813,43.77747111,150,8/26/1994,1994,328035.733,4848419.331,1,QUEEN ST E
25368,LN2450674,350,CI,135,1940,28,156.8,2,-0.44,-79.31396242,43.75439369,168,12/22/1997,1997,319765.227,4845857.549,1,BURNHAMTHORPE RD
25468,LN1353827,150,CI,145,1977,28,96.2,0.75,-0.2,-79.29282992,43.78105271,173,2/25/2007,2007,321448.309,4848817.273,1,RONAN AVE
25626,LN12713,150,CI,135,1947,28,91.7,2,-0.44,-79.28261473,43.7163551,154.0125068,10/1/1991,1991,322292.131,4841608.613,1,AVENAL DR
28894,LN16,150,PVC,135,2003,28,4.9,2,-0.44,-79.55235606,43.73703977,132,1/27/2014,2014,300538.598,4843900.757,1,GRATTAN ST
28972,LN11961,150,CI,135,1947,28,9.05131696,1,-0.44,-79.57311815,43.68304365,159,10/28/1995,1995,298888.058,4837896.167,1,EAST DR
29036,LN4035444,300,CI,140,1955,28,117.63,1,-0.44,-79.49552841,43.62361326,96,12/8/1995,1995,305146.334,4831294.224,1,LISCOMBE RD
30441,LN1022827,150,CICL,135,1922,28,76.7,1,-0.44,-79.55380274,43.70220921,153,2/14/1998,1998,300447.403,4840032.719,1,OAKCREST AVE
627,LN4034004,150,PVC,145,1997,29,169,0.75,-0.171428571,-79.54357012,43.63773129,131,12/1/1991,1991,301269.058,4832865.24,1,WYNDALE DR
743,LN1352111,200,PVC,145,1997,29,315,0.75,-0.171428571,-79.46270141,43.7616068,197,12/25/2011,2011,307785.346,4846635.986,1,COLDSTREAM AVE
4625,LN1023615,300,DICL,145,1968,29,5.8,0.75,-0.171428571,-79.39208392,43.75252738,163,12/12/1993,1993,313476.921,4845629.417,1,SPRINGHURST AVE
4943,LN102943,150,CI,145,1956,29,231,0.75,-0.171428571,-79.29312557,43.77038649,177,8/5/2003,2003,321444.61,4847635.95,1,WARINGSTOWN DR
5026,LN105654,200,DIP,145,1968,29,258.01,0.75,-0.171428571,-79.26658656,43.75819189,160,12/25/1994,1994,323578.138,4846274.304,1,CONFERENCE BLVD
5302,LN103868,150,CI,135,1957,29,93.1,2,-0.42,-79.54979988,43.60069229,103,12/3/2009,2009,300768.451,4828753.801,1,DORCOT AVE
5562,LN105244,150,CI,115,1960,29,315.3,1,-0.275,-79.37944326,43.72085735,149,6/23/1991,1991,314486.911,4842104.649,1,CATALINA DR
8644,LN102868,300,CI,145,1921,29,166.4,0.75,-0.171428571,-79.36559834,43.71877305,134,9/12/1999,1999,315612.499,4841870.548,1,KENNEDY RD
9890,LN108032,50,COP,135,1986,29,76.7,2,-0.42,-79.55990174,43.6969632,152,12/21/1991,1991,299958.036,4839448.707,1,ROYAL ROUGE TRL
10019,LN11217,400,CI,140,1950,29,336.6,1.5,-0.42,-79.42301404,43.6453787,92,5/21/1996,1996,310981.833,4833722.139,1,CLAXTON BLVD
10314,LN4025113,150,CI,135,1962,29,65.8,2,-0.42,-79.48757829,43.70642942,139,3/22/1992,1992,305797.544,4840501.672,1,KOVEN PL
11942,LN2448283,300,CI,135,1966,29,176.7,2,-0.42,-79.3637659,43.71083463,130,3/11/1993,1993,315761.431,4840995.771,1,WINTERTON DR
15198,LN105920,300,DIP,140,,29,132.5,1.5,-0.42,-79.50341699,43.64366226,115,2/12/2003,2003,304514.64,4833527.886,1,GENERATION BLVD
15383,LN1351087,150,CI,140,,29,111.7,1.5,-0.42,-79.43456392,43.73133616,184,2/24/2003,2003,310050.559,4843270.063,1,CRANBROOKE AVE
16258,LN1326,150,CI,135,1923,29,14.7,2,-0.42,-79.45226979,43.66060315,114,8/31/1994,1994,308628.838,4835406.371,1,LOCKSLEY AVE
16427,LN103012,150,CI,135,1956,29,90.1,2,-0.42,-79.43310738,43.65418519,106,1/28/2005,2005,310184.897,4834678.065,1,CHINE DR
16639,LN105942,200,DIP,135,,29,83.9,2,-0.42,-79.29662289,43.68276103,131,2/17/2008,2008,321189.323,4837890.736,1,ROTARY DR
17743,LN1357116,150,DICL,135,1985,29,35.3,2,-0.42,-79.24427461,43.75277744,159.6660679,1/24/1990,1990,325379.713,4845678.995,1,LESLIE ST
18281,LN1356276,300,CI,145,1976,29,198.5,0.75,-0.171428571,-79.42902706,43.73303159,181,2/16/2007,2007,310510.624,4843458.535,1,ST CLAIR AVE W
18352,LN4024037,150,DIP,135,1969,29,125.08,2,-0.42,-79.52310104,43.69923527,125,1/19/1990,1990,302921.619,4839700.042,1,MOGUL DR
18742,LN2449262,150,CI,135,1923,29,127.899984,2,-0.42,-79.5491736,43.6657641,140,12/30/1993,1993,300820.222,4835981.931,1,LAKE SHORE BLVD W
19830,LN1024235,300,CI,150,1917,29,3.9,1.5,0.476793249,-79.52459425,43.61612999,108,7/29/2007,2007,302799.779,4830462.17,1,STRACHAN AVE
20041,LN1352304,150,CI,135,1914,29,103.3,2,-0.42,-79.39874597,43.6760917,119.764171,8/1/1991,1991,312935.845,4837128.502,1,MACLEAN AVE
20376,LN1353786,150,CI,140,1913,29,96.5,1.5,-0.42,-79.43249341,43.63582596,93,9/12/1996,1996,310227.735,4832640.555,1,MOUNT PLEASANT RD
21228,LN1353397,150,CI,140,1911,29,103.2,1.5,-0.42,-79.40077335,43.80218529,158,2/9/2011,2011,312757.361,4851137.213,1,HAGAR AVE
22170,LN1359547,150,CI,135,1922,29,303.9,2,-0.42,-79.43315659,43.73412921,183,2/18/1994,1994,310169.253,4843569.28,1,RUSHBROOKE AVE
22922,LN2447853,200,CI,145,1956,29,179.9373266,0.75,-0.171428571,-79.22214077,43.74263098,161,11/22/1994,1994,327168.576,4844542.944,1,THISTLE DOWN BLVD
23009,LN4036305,150,PVC,135,1993,29,386.8,2,-0.42,-79.28235403,43.75058536,167,1/8/1993,1993,322312.39,4845424.189,1,COCKSFIELD AVE
24253,LN101316,200,DIP,135,1980,29,48.4,2,-0.42,-79.3834205,43.64044898,87,11/26/1998,1998,314197.226,4833175.891,1,PORT ROYAL TRL
24481,LN4025996,400,CI,135,1967,29,108.14,2,-0.42,-79.43838132,43.65012141,109,9/21/1995,1995,309756.192,4834234.394,1,FAIRCHILD AVE
25546,LN3008720,150,UNK,135,1971,29,89.2,2,-0.42,-79.52458981,43.68582839,142.1890583,9/11/1999,1999,302803.795,4838206.34,1,RUMSEY RD
25714,LN1353332,300,CI,135,1913,29,96,2,-0.42,-79.43523752,43.70983267,177,3/18/2007,2007,310005.073,4840887.52,1,ST CLAIR AVE E
26534,LN4034429,150,CI,140,1957,29,193.5,1.5,-0.42,-79.5692818,43.73977065,150.4543831,5/30/1991,1991,299203.419,4844199.594,1,SEARLE AVE
26813,LN4032717,300,PVC,140,1997,29,171.3,1.5,-0.42,-79.44744844,43.7142262,179,1/26/1991,1991,309017.185,4841376.008,1,LAWRENCE AVE W
27445,LN108603,400,DIP,145,1979,29,24,0.75,-0.171428571,-79.58804654,43.74647039,161,10/6/1994,1994,297693.624,4844938.357,1,MCNICOLL AVE
28783,LN1370374,300,DICL,140,1968,29,89.8,1,-0.42,-79.38498873,43.64765953,85,1/20/2011,2011,314058.04,4833985.4,1,MORNINGSIDE AVE
29202,LN101602,200,DIP,135,1971,29,75.35,2,-0.42,-79.34579592,43.77966285,177,7/13/2015,2015,317210.156,4848648.836,1,BAYLAWN DR
29331,LN10726,150,CI,145,1968,29,8.4,0.75,-0.171428571,-79.51070121,43.73495419,154,6/28/1990,1990,303918.887,4843657.984,1,Buttonwood Ave
29799,LN1004744,150,CI,145,1915,29,1,0.75,-0.171428571,-79.35209646,43.77185457,147,3/17/2015,2015,316694.059,4847780.756,1,ALEXANDRA BLVD
29973,LN1356744,150,DICL,135,1992,29,93.5,2,-0.42,-79.36491327,43.8051758,173,7/29/1995,1995,315650.829,4851482.758,1,BATHURST ST
30924,LN1014938,150,CI,135,1882,29,15.8,2,-0.42,-79.48240139,43.72915008,184,11/10/2015,2015,306209.017,4843025.601,1,MAPLE AVE
31961,LN4024497,150,CI,140,1969,29,93.5,1.5,-0.42,-79.43081041,43.64762892,98,3/16/2003,2003,310356.339,4833964.889,1,SILAS HILL DR
32628,LN1000258,300,CI,135,1922,29,2.3,2,-0.42,-79.56947174,43.7255166,155,12/9/1997,1997,299187.37,4842622.432,1,QUEEN ST E
1103,LN1009509,150,PVC,145,1996,30,297.7,0.75,-0.142857143,-79.36767813,43.70748465,137,1/7/1990,1990,315447.216,4840636.005,1,DUPONT ST
5828,LN104825,200,DIP,135,1976,30,91.1,2,-0.4,-79.23366067,43.71714373,162.7926461,3/2/2000,2000,326257.017,4841731.311,1,GREENWICH SQ
6245,LN1006254,150,CI,135,1913,30,60.5,2,-0.4,-79.28998369,43.76277561,172,1/5/1995,1995,321695.96,4846779.49,1,MONTCLAIR AVE
6563,LN2452920,150,CI,135,1958,30,315.3,2,-0.4,-79.2241049,43.75068459,155,8/5/1997,1997,326995.372,4845466.74,1,PRINCESS ANNE CRES
6625,LN1008238,300,CI,140,1910,30,17.2,1.5,-0.4,-79.35933414,43.80197114,172,9/29/1998,1998,316094.192,4851120.933,1,RUNNYMEDE RD
8224,LN2448515,150,CI,135,1958,30,255.44,2,-0.4,-79.52429784,43.61584947,108,2/17/2009,2009,302825.182,4830435.687,1,BETHWIN PL
8393,LN2453625,150,CI,135,1956,30,250.3,2,-0.4,-79.30982341,43.74186251,168.087206,5/4/2001,2001,320097.514,4844466.359,1,FENLEY DR
11485,LN100465,150,DIP,135,1968,30,310.97,2,-0.4,-79.32556237,43.70363361,124,5/1/2008,2008,318847.524,4840217.597,1,HEPSCOTT TER
12996,LN12427,150,UNK,135,,30,94.5,2,-0.4,-79.34647233,43.74826921,133,1/9/2004,2004,317143.547,4845155.722,1,FAIRBANK AVE
13103,LN100207,150,CI,140,1922,30,92.5,1,-0.4,-79.41836657,43.72892858,180,7/13/1997,1997,311364.482,4842988.139,1,AUGUST AVE
13337,LN102874,300,CI,135,1978,30,314.8,2,-0.4,-79.36803829,43.71825494,135.1035331,1/13/1991,1991,315415.436,4841819.476,1,BIRCHMOUNT RD
13661,LN2453405,400,UNK,135,1967,30,112,2,-0.4,-79.24512391,43.7060505,151.3418499,2/2/1990,1990,325325.37,4840485.265,1,QUEEN ELIZABETH BLVD
13971,LN1354672,150,CI,135,1913,30,104.788713,2,-0.4,-79.55516362,43.65713561,141,9/14/2000,2000,300333.525,4835026.667,1,CLIFTON RD
14302,LN4031826,200,DIP,135,1955,30,29.3,2,-0.4,-79.30918977,43.78600001,176,9/5/1990,1990,320143.702,4849356.021,1,LESLIE ST
14831,LN1358001,150,CI,135,1915,30,93.4,2,-0.4,-79.27379697,43.75477573,161,3/8/1995,1995,322999.351,4845894.085,1,VIA ITALIA
15153,LN4049165,150,CI,145,1958,30,193.48,0.75,-0.142857143,-79.38446045,43.74214229,163,1/28/1993,1993,314102.367,4844473.589,1,ELMHURST AVE
17463,LN100072,150,DIP,135,1976,30,82.37,2,-0.4,-79.37896052,43.65159684,86,9/28/2003,2003,314554.93,4834421.786,1,CHADBURY PL
17806,LN3008208,150,CI,135,1921,30,72.3,2,-0.4,-79.3784701,43.65046033,85,1/6/2009,2009,314588.826,4834283.429,1,BROADVIEW AVE
19458,LN2452936,200,CI,135,1923,30,369.2,2,-0.4,-79.37768793,43.64857111,82,6/6/2000,2000,314651.68,4834075.383,1,EIGHTH ST
19522,LN4021646,150,CI,135,1952,30,225.4,2,-0.4,-79.49879924,43.6618428,92.91622985,1/4/1999,1999,304885.623,4835536.189,1,ANETA CRCL
20956,LN54978,300,PVC,135,2008,30,4.98,2,-0.4,-79.26581674,43.75620395,161,11/20/1993,1993,323637.389,4846070.448,1,SHEPPARD AVE E
21721,LN2427244,150,CI,150,1959,30,89.8,1.5,0.482758621,-79.42701275,43.7455074,182,4/13/2011,2011,310662.7,4844841.711,1,COTTRELLE GT
23431,LN4035203,150,CI,115,1951,30,87,1,-0.25,-79.56145854,43.65331534,145.2251972,11/16/1993,1993,299830.939,4834600.281,1,RONDALE BLVD
24209,LN4033036,300,CI,150,1965,30,360.7,1.5,0.491525424,-79.38954744,43.67687453,111.7874564,10/24/2006,2006,313699.054,4837225.972,1,VICTORIA PARK AVE
24405,LN4026221,150,CI,135,1957,30,100.5,2,-0.4,-79.37342427,43.65371658,86,3/4/2009,2009,315011.829,4834666.077,1,AMARANTH CRT
24801,LN4022062,150,CI,135,1957,30,138.4,2,-0.4,-79.4034858,43.6755313,121,12/24/2010,2010,312554.226,4837062.416,1,SWEENEY DR
25901,LN104031,150,CI,140,1960,30,311.8,1.5,-0.4,-79.48513339,43.7108048,155,12/13/1997,1997,305979.863,4840985.012,1,CORA CRES
29537,LN4033644,150,PVC,140,1994,30,74.7,1.5,-0.4,-79.38460351,43.64912644,87,3/25/2003,2003,314085.082,4834126.288,1,ROOKSGROVE PL
30233,LN1354037,300,CI,135,1962,30,14.2,2,-0.4,-79.54748658,43.63806488,135,8/20/2002,2002,300945.976,4832898.323,1,DUNN AVE
30943,LN105923,150,DIP,135,1974,30,205.5,2,-0.4,-79.38912613,43.65458881,94,1/19/2009,2009,313725.587,4834750.804,1,MEADOWVALE RD S ZOO RAMP
31094,LN2445209,200,CI,135,1959,30,242.3,2,-0.4,-79.57361172,43.66302756,146,11/3/2007,2007,298850.156,4835681.861,1,Planning Boundary
31112,LN4031588,300,CI,135,1957,30,65.1,2,-0.4,-79.39796793,43.78832186,179,1/4/1995,1995,312991.818,4849608.249,1,FLEMINGTON RD
348,LN4036320,300,PVC,145,1995,31,101.5,0.75,-0.114285714,-79.53841613,43.72086442,135,12/25/1998,1998,301690.668,4842114.973,1,DUFFERIN ST
831,LN4036324,300,PVC,145,1995,31,20.1,0.75,-0.114285714,-79.42046791,43.70649675,177.5365735,1/13/1995,1995,311201.008,4840510.363,1,DUFFERIN ST
5981,LN12505,300,PVC,135,1994,31,118.1200456,2,-0.38,-79.5330662,43.68485429,144,7/5/2001,2001,302120.235,4838095.458,1,JOHN ST
6887,LN14048,150,CI,140,1932,31,67.6,1.5,-0.38,-79.31443058,43.71977331,130,3/8/2001,2001,319727.355,4841992.581,1,DUPLEX CRES
11291,LN4032343,400,DIP,135,1969,31,574.9,2,-0.38,-79.31313539,43.70272041,125,2/23/2009,2009,319834.855,4840097.266,1,Gordon Baker Rd
14245,LN1009487,150,CI,135,1905,31,15.2,2,-0.38,-79.45340312,43.75462733,192,8/10/2015,2015,308533.478,4845864.142,1,LAPPIN AVE
16496,LN2446559,300,CI,135,1963,31,82.1,2,-0.38,-79.32567253,43.66505289,80,5/21/2002,2002,318841.935,4835920.406,1,ALLANHURST DR
18150,LN2400411,150,CI,135,1925,31,2.4,2,-0.38,-79.27447899,43.71346306,149,2/8/2000,2000,322958.302,4841304.047,1,ROSELAND DR
20446,LN2452276,150,CI,135,1923,31,226,2,-0.38,-79.27843854,43.78529147,175,8/8/2000,2000,322614.218,4849292.077,1,LAKE CRES
20743,LN1360483,150,CI,135,1890,31,174,1,-0.38,-79.3871556,43.64025589,77.37607013,6/10/2006,2006,313877.826,4833159.534,1,GRAFTON AVE
25707,LN1015607,300,CI,135,1887,31,49.8,2,-0.38,-79.57485536,43.63041723,127,3/1/2006,2006,298749.523,4832067.001,1,BLOOR ST W
26412,LN1358181,150,CI,135,1910,31,238.9,2,-0.38,-79.36220232,43.71693742,130,2/14/2003,2003,315880.205,4841672.979,1,HIGH PARK GDNS
26817,LN2006642,300,CI,145,1924,31,43.8,0.75,-0.114285714,-79.4487279,43.7134059,178,11/3/1998,1998,308917.072,4841270.482,1,THE QUEENSWAY
28014,LN1007499,150,CI,135,1913,31,98.1,2,-0.38,-79.39515429,43.67095831,115.9094069,2/11/1996,1996,313238.363,4836570.741,1,DE SAVERY CRES
28064,LN1354578,150,CI,135,1931,31,87.5,2,-0.38,-79.34216878,43.73229736,144,12/10/1992,1992,317485.795,4843379.725,1,PRETORIA AVE
29148,LN109221,150,CI,140,1967,31,267.1,1.5,-0.38,-79.58137358,43.63477054,131.1236744,5/3/2015,2015,298211.039,4832542.63,1,TRUDELLE ST
29154,LN1355016,150,CI,135,1922,31,125.5,2,-0.38,-79.37766571,43.64851946,82,6/6/2000,2000,314651.68,4834075.383,1,JOICEY BLVD
29978,LN1024743,300,DICL,135,1983,31,4.98,2,-0.38,-79.36490449,43.80518635,173,7/29/1995,1995,315650.829,4851482.758,1,ADELAIDE ST W
31848,LN119792,150,CI,140,1964,31,12,1,-0.38,-79.51096463,43.69724992,126,6/29/2004,2004,303894.042,4839490.532,1,MANORGLEN CRES
1045,LN4036504,150,PVC,145,1994,32,116,0.75,-0.085714286,-79.40297414,43.76154048,171,4/29/2016,2016,312586.879,4846621.884,1,CODSELL AVE
1887,LN4036420,150,PVC,145,1994,32,155.3,0.75,-0.085714286,-79.31414365,43.68895831,128.7625458,1/13/2002,2002,319769.026,4838567.719,1,GLENGROVE AVE
3229,LN1018681,150,CI,130,1967,32,131.4,1,-0.2,-79.41773556,43.75752251,175.6991994,11/30/1997,1997,311419.015,4846180.513,1,CARROLL ST
4140,LN1352576,150,CI,145,1915,32,103,0.75,-0.085714286,-79.35406568,43.65982892,81,3/3/2011,2011,316546.5,4835328.5,1,WALMER RD
5480,LN13070,150,CI,135,1930,32,252.9,2,-0.36,-79.41957453,43.72003877,174,7/1/2002,2002,311263.36,4842023.26,1,DELEMERE AVE
5933,LN4025476,150,CI,135,1952,32,103.33,1,-0.36,-79.29205092,43.6702241,80,3/12/2002,2002,321553.107,4836497.398,1,EPSOM DOWNS DR
7797,LN1357839,150,CI,140,1915,32,67.4,1.5,-0.36,-79.55781573,43.64659606,141.1098539,1/6/1991,1991,300124.69,4833839.836,1,MOUNTSTEPHEN ST
11169,LN4027892,150,CI,135,1952,32,349.7,2,-0.36,-79.51333705,43.64349482,114.8510983,1/31/2001,2001,303718.359,4833509.509,1,REDMOUNT RD
13616,LN2448152,150,CI,135,1954,32,101.7,2,-0.36,-79.2164991,43.79130751,161,1/23/2013,2013,327602.254,4849967.477,1,HAROLD ST
13878,LN4026874,150,CI,135,1952,32,169,2,-0.36,-79.38649985,43.6785405,118.3690534,1/24/2013,2013,313941.169,4837388.456,1,LISTER DR
14923,LN2446512,150,CI,145,1960,32,136.6,0.75,-0.085714286,-79.21178654,43.77122787,152,10/1/1993,1993,327981.716,4847736.875,1,AYMARN CRT
15169,LN102041,200,PVC,140,1984,32,73.2,1.5,-0.36,-79.32955304,43.66727209,80.36798715,6/29/1995,1995,318531.164,4836174.524,1,PORT ROYAL TRL
15491,LN101884,150,CI,140,1957,32,300.1,1.5,-0.36,-79.40793984,43.69771699,157,9/16/1996,1996,312208.573,4839523.59,1,HUDDLESTON CRT
16181,LN2450346,150,CI,135,1960,32,160.5,2,-0.36,-79.24691626,43.75204503,169,1/20/2005,2005,325160.717,4845599.428,1,ECHO VALLEY RIDGE
16968,LN100052,150,DIP,135,1976,32,671.31,2,-0.36,-79.53489152,43.60397807,101,12/15/1992,1992,301972.918,4829107.252,1,CHIEFSWOOD SQ
17470,LN4021856,150,CI,130,1958,32,165.4,1,-0.2,-79.49783904,43.64016369,105.9037108,3/9/1993,1993,304957.255,4833117.543,1,ANEWEN DR
19369,LN2444158,150,CI,135,1966,32,0.1,2,-0.36,-79.18541465,43.76057129,121.5417214,6/16/2003,2003,330117.709,4846550.689,1,LEIGHTON CRT
20205,LN4035539,600,CI,140,1949,32,443.1,1,-0.36,-79.54595688,43.59258664,94,1/17/2015,2015,301076.923,4827853.876,1,SHEPPARD AVE W
21110,LN4026802,300,CI,140,1989,32,86,1.5,-0.36,-79.41882945,43.77469873,179.9672335,12/9/2015,2015,311317.817,4848088.094,1,KENNETH AVE
24882,LN106052,200,DIP,135,,32,145.6708186,2,-0.36,-79.51311043,43.6302504,111.292059,3/16/1995,1995,303722.098,4832035.359,1,HUPFIELD TRL
25206,LN4021749,200,CI,135,1963,32,98.2,2,-0.36,-79.55689183,43.65186057,143,3/3/1994,1994,300200.599,4834439.906,1,YONGE ST
25349,LN104780,150,CI,135,1958,32,84.9,2,-0.36,-79.31521534,43.75803051,170,2/9/2000,2000,319669.553,4846234.794,1,TORRANCE RD
25549,LN2448304,150,CI,145,1954,32,196.4,0.75,-0.085714286,-79.55234272,43.72479503,137,5/24/1998,1998,300570.235,4842531.786,1,BRYNSTON RD
26563,LN2451886,400,CPP,140,1966,32,230.43,1.5,-0.36,-79.5359569,43.72544278,137,2/16/2001,2001,301893.958,4842622.85,1,MARTIN GROVE RD
27784,LN1006048,150,CI,145,1930,32,82.5,0.75,-0.085714286,-79.5779985,43.73686619,156,12/15/1999,1999,298501.593,4843883.675,1,COLLEGE VIEW AVE
27865,LN107782,50,COP,135,1985,32,63.1,2,-0.36,-79.44360952,43.74696499,188,2/1/1997,1997,309326.99,4845016.208,1,HAIDA CRT
28366,LN105218,150,AC,135,1960,32,87.3,2,-0.36,-79.52145748,43.72429464,131,12/28/2004,2004,303046.603,4842476.04,1,LIVINGSTON RD
28424,LN2452256,250,CI,135,1966,32,157.9,2,-0.36,-79.48922673,43.71864872,155,3/11/2001,2001,305652.464,4841846.079,1,KENDLETON DR
29309,LN4024664,300,CI,120,1960,32,658.7,1.5,0.521367521,-79.38161769,43.6672235,110,10/28/2006,2006,314335.087,4836136.274,1,PENN DR
29499,LN54325,200,PVC,135,1983,32,64.6,2,-0.36,-79.36039005,43.72922491,140,12/11/2005,2005,316026.585,4843041.544,1,SANWOOD BLVD
29547,LN1008158,150,CICL,115,1920,32,198.9,1,-0.2,-79.49900064,43.75701682,179,2/5/2007,2007,304864.459,4846114.866,1,KENNEDY AVE
29726,LN104562,300,CI,140,1952,32,37.5,1,-0.36,-79.39931936,43.64736728,91,4/23/2008,2008,312905.589,4833938.578,1,BELLAMY RD S
29739,LN103231,300,CI,135,1954,32,439.1657063,2,-0.36,-79.33699381,43.7936089,175,8/14/2004,2004,317905.655,4850175.62,1,BIRCHMOUNT RD
31385,LN2451318,150,CI,120,1955,32,96.2,1.5,0.517241379,-79.33957089,43.72418506,136.8879354,9/21/1993,1993,317709.923,4842481.956,1,KINGSKNOWE RD
