Pipe ID ,Pipe Identification,Pipe Diameter,Pipe Material,Pipe Roughness,Pipe Construction Year,Age ,Pipe Measured Length,Degradation rate,Effect factor,X_Coordinates,Y_Coordinates,Elevation_(m) with Sea level,BREAK_DATE,BREAK_YEAR,XCOORD,YCOORD,Break_Count,Pipe Location Description
15515,LN2452194,150,CI,95,1923,73,88.7,2,0.46,-79.53053312,43.68337247,143,1/5/2009,2009,302315.757,4837952.922,3,LAKE CRES
15762,LN1024294,150,CI,110,1957,73,0.7,1.5,0.46,-79.54609999,43.66194447,137,1/1/2000,2000,301064.313,4835562.302,3,ROXBOROUGH DR
15791,LN12046,150,CI,95,1959,73,149.8,1,0.825,-79.31949779,43.76037628,170,4/27/2002,2002,319327.171,4846518.482,3,WILBY CRES
16080,LN3001274,150,CI,95,1921,73,20.1,2,0.46,-79.34901375,43.74068566,139,3/7/2013,2013,316949.192,4844325.366,3,BROADVIEW AVE
16592,LN100021,200,DIP,130,1978,73,99.27,0.75,1.085714286,-79.38387904,43.67369391,105.0030655,9/6/2016,2016,314144.213,4836861.484,3,FIREBRACE RD
16600,LN12721,150,CI,110,1929,73,154.7,1.5,0.46,-79.52090565,43.69099974,139,1/10/2003,2003,303109.427,4838787.032,3,CHILTERN HILL RD
16686,LN101192,300,DIP,95,1981,73,303.7,2,0.46,-79.45819472,43.66765175,121,2/28/1997,1997,308148.569,4836193.027,3,STEELES AVE E
16831,LN2450849,150,CI,130,1924,73,21.6,0.75,1.085714286,-79.30563129,43.68818517,130.0057607,3/23/1994,1994,320444.223,4838486.25,3,LOMOND DR
16867,LN2445873,150,CI,130,1930,73,97.3,0.75,1.085714286,-79.25870594,43.7490467,158,12/10/1991,1991,324219.504,4845271.906,3,TENBY ST
17296,LN106059,200,DIP,110,1978,73,89.91,1.5,0.46,-79.38966108,43.75618025,165,1/31/2013,2013,313681.017,4846040.905,3,MALVERN ST
17683,LN4020841,300,PVC,95,1989,73,69,2,0.46,-79.33659048,43.79150232,176.0824273,7/27/2004,2004,317931.381,4849973.335,3,BATHURST ST
17768,LN2448246,150,CI,110,1955,73,84.6,1.5,0.46,-79.536761,43.73182354,136,10/1/1991,1991,301822.922,4843318.511,3,MOSSFORD CRT
17771,LN747,150,CI,95,1918,73,97.9,2,0.46,-79.45905898,43.73337533,191,1/29/1994,1994,308084.47,4843479.359,3,HURSTING AVE
17787,LN3008134,150,CI,95,1922,73,190.8,2,0.46,-79.51429284,43.60239284,89.29852799,3/4/1993,1993,303634.06,4828921.627,3,MORTIMER AVE
17808,LN100742,150,CI,95,1956,73,225.4,2,0.46,-79.56435105,43.75167607,149.2810252,1/10/1999,1999,299597.537,4845542.457,3,SOUTHMEAD RD
17953,LN4021125,150,PVC,110,1984,73,89,1.5,0.46,-79.55897972,43.62593422,123,7/6/1993,1993,300024.773,4831554.515,3,BLAIRVILLE RD
18087,LN2447462,250,PVC,95,1983,73,141,2,0.46,-79.25415068,43.69911615,135.07826,9/5/2013,2013,324596.098,4839765.605,3,ELMBROOK CRES
18282,LN4029726,200,CI,95,1958,73,218.1,2,0.46,-79.19580903,43.76635185,132,2/25/2005,2005,329277.086,4847200.139,3,TRUXFORD RD
18317,LN4034829,150,DIP,95,1971,73,88.65,2,0.46,-79.3155093,43.70274068,123,12/15/2005,2005,319642.419,4840100.611,3,HIGHGATE AVE
18547,LN1002248,300,CI,95,1904,73,88.1,2,0.46,-79.27048921,43.81421948,185,11/19/2000,2000,323249.597,4852493.635,3,SPADINA AVE
18706,LN10815,150,CI,95,1918,73,88.4,2,0.46,-79.52888076,43.62635817,113.8368439,9/1/1996,1996,302457.691,4831600.255,3,BOON AVE
19235,LN105633,150,CI,95,1958,73,373.8,2,0.46,-79.5473947,43.63246711,127,7/9/1991,1991,300956.754,4832279.19,3,ADAMS DR
19326,LN101439,200,CI,95,1960,73,190.670311,1,0.825,-79.28135012,43.74482706,167,2/2/1998,1998,322391.245,4844785.775,3,ROSEMOUNT DR
19488,LN1018641,150,CI,95,1913,73,100.7,2,0.46,-79.41264802,43.78514006,191,1/25/1991,1991,311814.541,4849244.041,3,LN E CARLAW N BADGEROW
19819,LN103862,150,CI,95,1959,73,119.3,1,0.825,-79.50225458,43.66262005,94,12/25/2004,2004,304599.879,4835646.84,3,BROOKRIDGE DR
20156,LN1007681,150,CI,95,1924,73,96,2,0.46,-79.51493956,43.63438691,113,12/14/2000,2000,303580.275,4832488.837,3,BELSIZE DR
20434,LN108902,250,DIP,120,1973,73,44.9,1,0.46,-79.55179404,43.68400986,158,12/24/2004,2004,300611.65,4837995.02,3,Grey Abbey Park Trl
20641,LN4035566,150,PVC,120,1998,73,87.6,1.5,1.220338983,-79.4419995,43.78690277,191,12/14/1995,1995,309466.56,4849444.008,3,FENELON DR
20699,LN4037453,150,CI,95,1955,73,42.7,2,0.46,-79.45335066,43.64028117,78,11/10/2005,2005,308546.749,4833133.194,3,RIPPLETON RD
20839,LN102495,150,CI,95,1957,73,152.9,2,0.46,-79.5160375,43.70689098,130,7/15/2005,2005,303502.223,4840552.665,3,TREVERTON DR
20876,LN1358289,150,CICL,95,1925,73,212.3,2,0.46,-79.189299,43.77654499,129.3182778,4/24/2003,2003,329798.336,4848320.937,3,PARDEE AVE
20914,LN4501,150,CI,130,1921,73,19.28163552,0.75,1.085714286,-79.38054612,43.66465817,105,2/2/2003,2003,314425.504,4835867.341,3,DUNDAS ST W
21068,LN2000547,300,AC,95,1948,73,16.8,2,0.46,-79.51646745,43.64783578,119,12/30/1991,1991,303456.76,4833990.317,3,RATHBURN RD
21419,LN2452257,150,CI,95,1947,73,461,2,0.46,-79.44095208,43.63969465,97,4/15/1990,1990,309544.21,4833100.458,3,RIDGEVALLEY CRES
21571,LN1354915,150,CI,95,1910,73,16.5,2,0.46,-79.51595751,43.6618969,121,2/11/1997,1997,303496.213,4835550.312,3,DANFORTH AVE
21903,LN106888,300,AC,95,1965,73,87.2,2,0.46,-79.34870836,43.73608669,147,3/17/2001,2001,316978.162,4843805.663,3,ELLESMERE RD
21931,LN2447902,200,DIP,95,1982,73,141.9,2,0.46,-79.19881259,43.76021424,135,6/6/1995,1995,329035.651,4846517.765,3,HADRIAN DR
21960,LN100076,200,DIP,130,1976,73,64.7,0.75,1.085714286,-79.4831041,43.6306586,88,12/24/2004,2004,306145.434,4832079.653,3,EAGLE POINT RD
21961,LN1354817,150,CICL,95,1913,73,105.9,2,0.46,-79.37850507,43.67801879,118,5/24/1994,1994,314566.328,4837345.475,3,TYRREL AVE
22079,LN107150,150,DIP,110,1969,73,176.4,1.5,0.46,-79.24219101,43.70713104,154,2/26/2007,2007,325556.686,4840604.909,3,ROLLING MEADOWS
22113,LN100020,200,DIP,110,1978,73,195.55,1.5,0.46,-79.56647499,43.65493258,150,7/15/1999,1999,299423.992,4834779.466,3,HUNTSMILL BLVD
22151,LN12252,150,CI,95,1921,73,162.3,2,0.46,-79.43953675,43.77358585,191,10/28/2001,2001,309651.992,4847959.366,3,CHAMBERS AVE
22227,LN1008214,150,CICL,130,1927,73,91.5,0.75,1.085714286,-79.53233727,43.63450795,119,8/21/1999,1999,302174.866,4832510.787,3,NORMA CRES
23291,LN101911,150,CI,95,1955,73,311.8,2,0.46,-79.29687099,43.70230739,126,1/14/2003,2003,321157.731,4840059.868,3,JEAVONS AVE
23430,LN2452018,150,DIP,95,1976,73,165.9,2,0.46,-79.50164364,43.62453781,101,10/1/2004,2004,304652.747,4831400.565,3,TURPIN AVE
23666,LN4022847,150,CI,120,1965,73,204,1,0.46,-79.27315146,43.6981516,139,1/17/2001,2001,323064.211,4839611.39,3,OMAGH AVE
23817,LN2451555,150,None,130,1923,73,532.54,0.75,1.085714286,-79.45382282,43.74992256,191,1/3/1995,1995,308508.753,4845312.154,3,FIFTH ST
23889,LN4034904,150,CI,95,1974,73,174.2,2,0.46,-79.18934626,43.76785854,127.1913318,4/25/2004,2004,329807.606,4847365.011,3,HADDINGTON AVE
23941,LN13066,150,CI,95,1945,73,90.2,2,0.46,-79.38306126,43.67103692,116,1/4/2008,2008,314226.257,4836573.227,3,BRUTON RD
24177,LN1358073,150,DICL,95,1968,73,94.4,2,0.46,-79.44859191,43.64550032,99,9/4/2001,2001,308927.724,4833729.134,3,COXWELL AVE
24380,LN102346,400,AC,95,1975,73,221.3,2,0.46,-79.52437745,43.6157774,108,2/17/2009,2009,302825.182,4830435.687,3,MCCOWAN RD
24384,LN101910,150,CI,95,1955,73,94.6,2,0.46,-79.51430521,43.62307767,106.6549303,7/29/2005,2005,303616.67,4831237.651,3,PARNELL AVE
24547,LN1359307,300,CI,130,1916,73,87.3,0.75,1.085714286,-79.40491773,43.66905549,116,4/16/2015,2015,312449.684,4836357.319,3,SPADINA RD
24947,LN1357005,150,CI,130,1910,73,101.5,0.75,1.085714286,-79.36338489,43.65326711,80,6/20/2001,2001,315804.728,4834592.781,3,COTTINGHAM RD
25210,LN4031037,150,CI,110,1961,73,101.6,1.5,0.46,-79.41649393,43.77329082,177.343093,12/20/1995,1995,311509.547,4847926.417,3,MCGLASHAN RD
25666,LN1370033,150,DICL,95,1981,73,65.6,2,0.46,-79.43032975,43.64679719,96,1/27/2010,2010,310402.926,4833887.456,3,LN E TECUMSETH N ADELAIDE
25767,LN3009052,150,CI,110,1953,73,173.1,1.5,0.46,-79.44022783,43.78539885,191,11/24/1998,1998,309581.493,4849275.633,3,FURNIVAL RD
26099,LN4028861,300,CI,95,1956,73,64.5,2,0.46,-79.53073073,43.63348649,118,12/2/2001,2001,302307.007,4832395.461,3,LEDBURY ST
26104,LN4034597,150,CI,95,1955,73,481.7,2,0.46,-79.39389935,43.77744193,182,12/9/1991,1991,313323.833,4848396.936,3,ELLERSLIE AVE
26219,LN1358748,300,CI,95,1963,73,87.7,1,0.825,-79.5410058,43.70069476,147,3/27/1995,1995,301466.062,4839857.761,3,BAY ST
26918,LN3008438,150,DIP,95,1997,73,92.4,2,0.46,-79.40416407,43.69698407,150.9959682,8/11/2008,2008,312506.238,4839451.241,3,OAK PARK AVE
27391,LN1024656,150,CICL,95,1956,73,8.2,2,0.46,-79.24823025,43.71137123,165,11/25/2001,2001,325070.779,4841085.761,3,WOODBINE AVE
27462,LN2449283,150,CI,95,1954,73,90.1,2,0.46,-79.28393719,43.68085656,131,6/11/2007,2007,322206.722,4837672.646,3,CHARTWELL RD
27852,LN12258,150,CI,95,1949,73,96.9,2,0.46,-79.35685884,43.65822409,82,2/27/2002,2002,316327.969,4835162.867,3,SCHELL AVE
27967,LN18455,300,PVC,95,1985,73,40.3,2,0.46,-79.45234407,43.77961742,185.1951543,4/3/2002,2002,308627.294,4848645.735,3,TIDESWELL BLVD
28048,LN104857,300,AC,95,1963,73,101.7,2,0.46,-79.55709435,43.6383828,132,2/6/1992,1992,300166.526,4832930.286,3,SHEPPARD AVE E
28060,LN9914,300,CI,110,1927,73,1.3,1.5,0.46,-79.54266637,43.62704936,119,11/27/1996,1996,301352.408,4831681.364,3,MARLEE AVE
28199,LN1353338,300,CI,95,1915,73,222.1,2,0.46,-79.38574809,43.71141271,150.4039213,11/21/2013,2013,313976.912,4841068.424,3,SOUDAN AVE
28420,LN2445605,400,CI,95,1963,73,61.1,2,0.46,-79.49052283,43.7184436,152.3819152,5/24/2011,2011,305544.775,4841813.776,3,HIGHWAY 27 S
28680,LN2400093,100,CI,95,1956,73,147.1,2,0.46,-79.24894862,43.70308798,153,12/31/1990,1990,325009.263,4840146.445,3,RENFORTH DR
28801,LN107676,150,PVC,95,1990,73,14.7,2,0.46,-79.35655062,43.68543059,120,9/22/1999,1999,316346.58,4838155.208,3,GLENTHORNE DR
28821,LN2452689,300,DIP,95,1966,73,31.85,1,0.825,-79.37605269,43.64822585,81,10/15/1996,1996,314778.376,4834054.854,3,KIPLING AVE
28869,LN4037968,400,CI,120,1959,73,8.98,1,0.46,-79.49198608,43.74873052,170,1/7/2010,2010,305433.915,4845182.951,3,SUNRISE AVE
29007,LN104123,150,None,95,1956,73,225.55,2,0.46,-79.33274404,43.77963247,177,8/23/2003,2003,318241.843,4848645.125,3,KELLS AVE
29028,LN105449,150,CI,95,1962,73,45.5,2,0.46,-79.50040769,43.62357081,101,9/28/1999,1999,304744.077,4831283.472,3,KIRKER AVE
29029,LN100258,150,CI,95,1954,73,99,2,0.46,-79.50034628,43.62349422,101,9/28/1999,1999,304744.077,4831283.472,3,BROADMEAD AVE
29071,LN12227,150,CI,95,1931,73,99.9,2,0.46,-79.52856344,43.66450869,144,12/23/1994,1994,302481.186,4835838.657,3,HUMBERCREST LANE
29615,LN1379,150,CI,110,1929,73,2.6,1.5,0.46,-79.38520127,43.65533023,92,5/30/1997,1997,314044.765,4834832.445,3,TIMES RD
29875,LN11909,150,CI,110,1950,73,180.5,1.5,0.46,-79.38629925,43.65086176,90,3/8/2007,2007,313959.803,4834341.511,3,BERTRAM ST
29929,LN14232,150,CI,95,1963,73,73.3,2,0.46,-79.40320799,43.75430618,175.7436934,3/11/2013,2013,312567.265,4845821.904,3,BRANCASTER CRT
30014,LN107508,200,CI,95,1959,73,9.1,2,0.46,-79.42417805,43.64782329,96,1/13/2014,2014,310885.538,4833993.085,3,GUILDWOOD PKWY
30274,LN4031394,150,CI,95,1956,73,84.01126438,2,0.46,-79.35985458,43.71466292,129,1/21/1999,1999,316063.434,4841417.507,3,OVERBROOK PL
30391,LN103196,150,CI,130,1952,73,370.24,0.75,1.085714286,-79.4011014,43.73859733,125.2697583,8/31/1990,1990,312746.234,4844069.554,3,ELLINGTON DR
30495,LN1017082,150,CI,95,1877,73,91.5,2,0.46,-79.38492905,43.64766043,85,1/20/2011,2011,314058.04,4833985.4,3,HUMBERT ST
30634,LN1359354,150,CI,95,1928,73,239.4,2,0.46,-79.51112873,43.65686677,120,6/17/1994,1994,303888.157,4834992.366,3,SILVERTHORN AVE
30728,LN2452209,100,CI,95,1923,73,153.5,2,0.46,-79.48956671,43.74950473,176.3222216,2/21/1991,1991,305624.79,4845294.833,3,RAMSGATE RD
30750,LN1001652,150,CI,95,1878,73,102.4,2,0.46,-79.54683676,43.68107965,150,11/19/2002,2002,301019.578,4837691.053,3,QUEEN ST E
30815,LN3000850,150,CI,120,1926,73,190.6,1.5,1.224137931,-79.57238398,43.73416844,153.6378611,10/25/1995,1995,298945.516,4843579.682,3,BARRINGTON AVE
30888,LN100337,150,DIP,95,1977,73,342.86,2,0.46,-79.55177468,43.6866221,156,12/24/2008,2008,300606.38,4838300.056,3,HOOD CRES
31255,LN105754,150,DIP,95,1967,73,63.08,2,0.46,-79.52908608,43.59111485,82,2/14/2002,2002,302431.797,4827680.139,3,CREEKWOOD DR
31272,LN3007991,150,CI,95,1923,73,89.5,2,0.46,-79.46030454,43.72328403,186.3364131,10/2/2003,2003,307987.365,4842387.382,3,NESBITT DR
31379,LN4036147,200,PVC,95,2000,73,84.1,2,0.46,-79.44826994,43.7731846,191,1/12/1997,1997,308947.645,4847919.027,3,EXBURY RD
31779,LN1358684,150,CI,95,1924,73,123.2,1,0.825,-79.56835642,43.63500955,133,3/25/1993,1993,299272.638,4832583.191,3,COLUMBUS AVE
31787,LN1350157,150,CICL,130,1932,73,3.5,0.75,1.085714286,-79.18228631,43.77537552,124,8/25/1994,1994,330350.493,4848215.537,3,ANNETTE ST
31900,LN4034370,150,CI,130,1954,73,369.9,0.75,1.085714286,-79.3997564,43.77506811,183,12/6/2013,2013,312872.135,4848121.596,3,ACTON AVE
352,LN4025371,150,CI,95,1952,74,164.6593491,2,0.48,-79.60016034,43.74642975,165,11/10/2002,2002,296705.188,4844946.133,3,MULHOLLAND AVE
571,LN4021314,150,CI,95,1952,74,282.02,2,0.48,-79.48343879,43.69642041,123,11/15/1992,1992,306118.765,4839403.014,3,CALVINGTON DR
836,LN4019380,150,CI,95,1952,74,99.5,2,0.48,-79.41483633,43.77799395,191,11/21/2010,2010,311641.081,4848452.722,3,KESWICK RD
1002,LN4034065,150,CI,95,1952,74,218.1,2,0.48,-79.28412768,43.71965868,155,10/17/1999,1999,322179.871,4841990.575,3,YORK RD
1393,LN4001284,150,CI,95,1952,74,91.26,2,0.48,-79.43732058,43.71500689,181,12/13/1992,1992,309840.111,4841436.395,3,MELODY RD
1423,LN107097,150,AC,120,1952,74,60.1,1.5,1.24137931,-79.50388586,43.72008538,133,10/16/1995,1995,304475.938,4841999.275,3,BEECHGROVE DR
1689,LN4033121,150,CI,95,1952,74,15,2,0.48,-79.3221794,43.67472448,94.94143445,1/29/2004,2004,319124.571,4836991.378,3,GLENRIDGE AVE
2066,LN2001029,200,CI,95,1947,74,76.1,2,0.48,-79.57036792,43.67640193,151,7/8/2005,2005,299105.252,4837173.754,3,ISLINGTON AVE
2114,LN73,150,CI,95,1917,74,49.6,2,0.48,-79.38059329,43.71154039,148.9248944,4/14/1993,1993,314409.055,4841071.822,3,WILLARD AVE
2244,LN10375,150,CI,95,1921,74,112.23,2,0.48,-79.40052684,43.6457036,88,2/12/2005,2005,312810.826,4833750.62,3,VENN CRES
2544,LN2448391,300,CI,95,1948,74,17.3,2,0.48,-79.22111436,43.75543523,150,12/14/1997,1997,327233.86,4845982.828,3,SPRINGBROOK GDNS
2757,LN4031897,300,CI,95,1954,74,84.3,2,0.48,-79.43563346,43.6497862,108,12/21/1991,1991,309981.477,4834189.831,3,LAWRENCE AVE E
2762,LN2447052,300,UNK,95,1960,74,91,2,0.48,-79.57180974,43.76374811,155.6004481,3/30/1996,1996,298999.781,4846872.377,3,WEST DEANE PARK DR
3423,LN3008003,150,CI,95,1923,74,247.2,2,0.48,-79.14405923,43.77639396,88,8/12/1991,1991,333434.35,4848340.294,3,DOUGLAS CRES
3632,LN107726,150,CI,95,1953,74,96.4,2,0.48,-79.43811848,43.75456493,184,11/27/1998,1998,309766.398,4845853.399,3,JADE ST
3851,LN4034593,100,CI,95,1974,74,111.5,2,0.48,-79.4347141,43.64743104,98,3/11/1990,1990,310047.113,4833962.815,3,AVENUE RD
4037,LN4031035,150,PVC,95,1998,74,127.9,2,0.48,-79.33114517,43.74479547,132,9/11/2002,2002,318378.575,4844776.931,3,VIA CASSIA DR
4109,LN2445357,200,CI,95,1943,74,23.2,2,0.48,-79.50412436,43.60383164,84,8/28/1995,1995,304455.915,4829083.955,3,ELDERIDGE AVE
4250,LN4024059,150,CI,95,1957,74,93.3,2,0.48,-79.42746129,43.66657848,118,1/17/2014,2014,310610.727,4836058.285,3,PENRYN AVE
4530,LN1354043,150,CI,95,1912,74,336.9,2,0.48,-79.31003599,43.73915175,160,5/29/1990,1990,320080.959,4844165.78,3,CARLAW AVE
4695,LN1014723,200,CI,95,1887,74,61,2,0.48,-79.57113579,43.67724319,151.3089646,2/5/1990,1990,299047.921,4837258.361,3,MACDONELL AVE
4888,LN108768,400,DIP,95,1974,74,342.3,2,0.48,-79.29213767,43.7360006,162.5277267,12/2/1994,1994,321524.388,4843816.797,3,MCCOWAN RD
5183,LN2448047,250,DIP,95,1970,74,652.4,2,0.48,-79.39129009,43.7712386,176,2/4/2011,2011,313533.741,4847711.313,3,SKYWAY AVE
5590,LN4022349,150,CI,95,1955,74,96.3,2,0.48,-79.32659468,43.69832944,126,3/5/2015,2015,318764.523,4839608.702,3,GRANLEA RD
5648,LN1010261,150,CI,95,1908,74,253.18,2,0.48,-79.52132463,43.6702249,127,9/5/2003,2003,303067.357,4836465.637,3,OLD WESTON RD
5755,LN11649,150,CI,95,1918,74,99.2,2,0.48,-79.52698813,43.64790676,124,7/23/1991,1991,302616.596,4834000.356,3,HEATHDALE RD
5918,LN104855,150,CI,95,1955,74,138.2,2,0.48,-79.37907153,43.64569314,78.80268339,11/13/2013,2013,301285,4851129,3,BRAEBURN BLVD
5936,LN102014,150,CI,95,1959,74,93.1,2,0.48,-79.54189922,43.74136826,142,1/15/1996,1996,301413.506,4844388.848,3,DEMPSTER ST
6386,LN18437,150,CI,115,1929,74,7,1,0.48,-79.31629564,43.77364715,176.5016729,11/9/1993,1993,319572.057,4847981.395,3,HILLTOP RD
6485,LN1011818,150,CI,95,1907,74,18.74556101,2,0.48,-79.43860796,43.74369734,186,2/20/2002,2002,309736.975,4844642.199,3,BEDFORD RD
6773,LN2452058,150,CI,95,1952,74,230.5,2,0.48,-79.49424102,43.69993262,125,12/26/2000,2000,305262.597,4839780.426,3,BYNG AVE
6951,LN4031727,150,PVC,95,1995,74,441,2,0.48,-79.28896024,43.69290714,124,9/25/1990,1990,321808.782,4839011.825,3,GLENBOROUGH PARK CRES
7287,LN1369254,300,PE,95,1992,74,478.4,2,0.48,-79.41838976,43.74324476,177,1/12/2009,2009,311359.528,4844583.276,3,VILLIERS ST
7392,LN105043,200,CI,95,1961,74,89,2,0.48,-79.26460665,43.79527696,171.5754985,4/21/1992,1992,323728.094,4850396.482,3,CONFEDERATION DR
7650,LN2452228,150,CI,110,1923,74,263.6,1.5,0.48,-79.42018047,43.73684265,179,11/24/2012,2012,311224.997,4843882.72,3,ALDER CRES
7796,LN13013,150,CI,130,1945,74,103.7,0.75,1.114285714,-79.47420209,43.64587735,97,4/26/2002,2002,306867.83,4833771.89,3,GLAMIS AVE
8544,LN101547,150,CI,95,1957,74,49.1,2,0.48,-79.5709028,43.68671154,159,11/17/1996,1996,299071.786,4838318.347,3,CASTLE HILL DR
8592,LN103973,150,CI,95,1962,74,104.5583879,2,0.48,-79.21680825,43.73888276,158,7/27/1996,1996,327589.507,4844146.282,3,MARCOS BLVD
9153,LN2448944,150,CI,110,,74,97.3,1.5,0.48,-79.30885254,43.71056186,126,1/17/1999,1999,320185.159,4840969.154,3,ALCAN AVE
9363,LN106504,300,DIP,95,1974,74,8.1,2,0.48,-79.43260441,43.78717759,189,3/30/2010,2010,310219.517,4849464.33,3,TAPSCOTT RD
9456,LN4032760,300,DIP,95,1967,74,207.6,2,0.48,-79.37867685,43.74981268,161.5287617,12/18/2010,2010,314556.908,4845318.016,3,GARYRAY DR
9501,LN104717,150,CI,95,1958,74,177.1,2,0.48,-79.42016322,43.72566353,178.2714803,12/27/1992,1992,311220.621,4842624.054,3,BURNVIEW CRES
9595,LN1357422,150,CI,110,1893,74,94.1,1.5,0.48,-79.42493438,43.71325696,179,8/18/1999,1999,310821.754,4841251.035,3,BAY ST
9642,LN104815,150,DIP,95,1982,74,181.5,2,0.48,-79.47560052,43.71616296,175,9/9/2016,2016,306741.27,4841574.533,3,GREENDOWNS DR
9807,LN4027614,150,CI,110,1949,74,168.51,1.5,0.48,-79.37783391,43.64913527,83,10/6/2015,2015,314641.779,4834131.359,3,BLAKELEY RD
9849,LN1961,150,CI,130,1918,74,47.7,0.75,1.114285714,-79.37467002,43.75800023,164,10/4/1998,1998,314873.797,4846243.237,3,TEIGNMOUTH AVE
9879,LN1358672,150,CI,95,1914,74,170.3,2,0.48,-79.36822167,43.69736091,143,2/13/1993,1993,315408.028,4839499.35,3,NEWMARKET AVE
10078,LN2448159,150,CI,95,1942,74,128.8,2,0.48,-79.41982171,43.72482706,176,1/25/1994,1994,311257.172,4842548.905,3,WESLEY ST
10164,LN3009076,150,CI,95,1929,74,181.5,2,0.48,-79.56991021,43.64922822,144,1/20/1991,1991,299147.987,4834134.5,3,ADAIR RD
10389,LN1022419,150,CICL,95,1912,74,129.4,2,0.48,-79.44050387,43.64698577,100,4/24/2012,2012,309571.621,4833885.246,3,SCARBOROUGH RD
10420,LN1019826,100,CI,95,1908,74,19,2,0.48,-79.2951826,43.73847191,164,1/14/1993,1993,321286.577,4844086.659,3,KENSINGTON PL
10523,LN4025127,150,CI,95,1963,74,128.2,2,0.48,-79.30419491,43.73222683,157,2/28/1993,1993,320558.19,4843381.407,3,DRIFTWOOD AVE
10669,LN18842,300,CI,95,1915,74,9.9,1,0.85,-79.52977203,43.59806679,93,2/4/1994,1994,302393.717,4828463.957,3,RONAN AVE
10674,LN1359335,150,CI,95,1910,74,96.8,2,0.48,-79.31814212,43.69821157,125,2/8/1994,1994,319442.328,4839601.793,3,DUNDAS ST W
10957,LN2451538,150,DIP,95,1979,74,73.4,2,0.48,-79.50137629,43.70717642,125.4328956,12/20/1997,1997,304677.777,4840565.868,3,COUNTRYMAN CRCL
10962,LN10542,150,CI,110,1919,74,29.7,1.5,0.48,-79.34958759,43.74499476,131,12/10/1991,1991,316902.017,4844797.539,3,SPEARS ST
11055,LN4032528,150,CI,95,1949,74,19.31745324,2,0.48,-79.46700009,43.67631172,119.2333958,1/10/1998,1998,307455.599,4837155.508,3,WILSON AVE
11505,LN4024670,300,CI,95,1960,74,618.8,2,0.48,-79.55517487,43.65716032,141,9/14/2000,2000,300333.525,4835026.667,3,MILVAN DR
11752,LN101950,300,AC,95,1950,74,119.7,2,0.48,-79.40061215,43.66503722,111,2/10/2006,2006,312797.724,4835911.428,3,SHEPPARD AVE E
11788,LN4022648,300,CI,95,1957,74,197.9,2,0.48,-79.39057358,43.76327935,169.4037297,12/22/2002,2002,313588.302,4846825.724,3,WYNDCLIFF CRES
11935,LN4033421,150,CI,110,1978,74,24.7,1.5,0.48,-79.52464544,43.61624495,108.6754459,7/27/1999,1999,302787.288,4830471.399,3,JONESVILLE CRES
12044,LN2451553,150,CI,95,1956,74,165.03,2,0.48,-79.55434984,43.6397671,132,2/23/2013,2013,300405.902,4833095.617,3,BILLCAR RD
12073,LN1005071,400,CI,95,1970,74,67.7,2,0.48,-79.52379651,43.63868756,118,1/18/1997,1997,302861.677,4832990.223,3,RIDGE HILL DR
12094,LN4032588,300,CI,95,1955,74,63.2,2,0.48,-79.46642811,43.70151468,163,3/14/1999,1999,307501.463,4839955.461,3,BERMONDSEY RD
12203,LN107976,300,DIP,95,1988,74,90.6,2,0.48,-79.26855804,43.73377721,168,5/5/1991,1991,323429.173,4843562.171,3,BLUE ANCHOR TRL
12205,LN2444162,150,CI,130,1966,74,0.1,0.75,1.114285714,-79.54805081,43.69975744,153.1423709,9/28/1994,1994,300913.968,4839755.185,3,ULLSWATER CRT
12221,LN4031529,150,PVC,110,1997,74,215.7,1.5,0.48,-79.18689066,43.77086636,126,1/18/1999,1999,329991.73,4847704.265,3,PURDY CRES
12277,LN17445,400,PVC,95,2006,74,11.4,2,0.48,-79.40997417,43.68181263,149,8/28/2015,2015,312045.27,4837779.44,3,ALBION RD
12323,LN4035871,300,PVC,95,1993,74,72.5,2,0.48,-79.37978781,43.65356768,89,8/30/2004,2004,314477.025,4834644.451,3,FALSTAFF AVE
12415,LN4031287,300,CI,95,1966,74,149.2,2,0.48,-79.35646794,43.65734572,81,2/26/2002,2002,316358.274,4835064.598,3,LESLIE ST
13141,LN2445160,150,UNK,95,1994,74,346.6,2,0.48,-79.44031035,43.73873121,185,12/16/1992,1992,309587.623,4844100.509,3,PINECONE DR
13237,LN4035014,300,CI,95,1956,74,101.1,2,0.48,-79.49410312,43.75050851,171,1/29/1991,1991,305260.108,4845395.118,3,SHERMOUNT AVE
13332,LN1352723,150,CI,95,1886,74,116.5,2,0.48,-79.39266473,43.74967276,164,4/12/2014,2014,313446.504,4845320.882,3,LINDSEY AVE
14009,LN4037290,150,DIP,95,1967,74,81.7,2,0.48,-79.24948194,43.7490584,164,1/17/2001,2001,324961.071,4845265.661,3,REDWILLOW DR
14257,LN10783,150,None,95,1921,74,190.39,2,0.48,-79.44263682,43.70636518,172,8/7/1990,1990,309403.676,4840499.575,3,MCROBERTS AVE
14427,LN4022611,300,CI,120,1962,74,169.7,1,0.48,-79.31924163,43.78204535,181,1/23/1994,1994,319333.255,4848914.903,3,MCNICOLL AVE
14539,LN4005577,150,CI,95,1957,74,52.3,2,0.48,-79.51767273,43.64008229,115,8/13/2008,2008,303355.41,4833136.354,3,JOHN BEST AVE
